current_state,previous_state,estimate,margin_of_error,year
MO,IN,4404,1588.0,2011
MO,KS,20884,4170.0,2011
MO,KY,1993,803.0,2011
MO,LA,1728,905.0,2011
MO,MA,463,306.0,2011
MO,MD,716,317.0,2011
MO,ME,291,295.0,2011
MO,MI,2830,1176.0,2011
MO,MN,2026,809.0,2011
MO,MS,1641,884.0,2011
MO,MT,845,541.0,2011
MO,NC,3669,1527.0,2011
MO,ND,977,446.0,2011
MO,NE,4860,1645.0,2011
MO,NH,769,750.0,2011
MO,NJ,1114,755.0,2011
MO,NM,1016,718.0,2011
MO,NV,1544,830.0,2011
MO,NY,2904,1260.0,2011
MO,OH,3240,1684.0,2011
MO,OK,6073,2312.0,2011
MO,OR,777,538.0,2011
MO,PA,1810,1085.0,2011
MO,RI,359,424.0,2011
MO,SC,267,237.0,2011
MO,SD,361,296.0,2011
MO,TN,2676,1056.0,2011
MO,TX,10293,2994.0,2011
MO,UT,1697,946.0,2011
MO,VA,2684,1493.0,2011
MO,VT,88,195.0,2011
MO,WA,2518,843.0,2011
MO,WI,1503,671.0,2011
MO,WV,196,214.0,2011
MO,WY,1120,900.0,2011
MS,AK,117,102.0,2011
MS,AL,8922,2639.0,2011
MS,AR,2315,1360.0,2011
MS,AZ,556,405.0,2011
MS,CA,4723,1290.0,2011
MS,CO,484,453.0,2011
MS,CT,54,74.0,2011
MS,DC,415,434.0,2011
MS,DE,0,206.0,2011
MS,FL,6152,2463.0,2011
MS,GA,3136,1397.0,2011
MS,HI,369,429.0,2011
MS,IA,650,603.0,2011
MS,ID,55,82.0,2011
MS,IL,2068,853.0,2011
MS,IN,611,411.0,2011
MS,KS,66,90.0,2011
MS,KY,1626,841.0,2011
MS,LA,7139,1767.0,2011
MS,MA,1445,1561.0,2011
MS,MD,265,239.0,2011
MS,ME,0,206.0,2011
MS,MI,1610,900.0,2011
MS,MN,614,615.0,2011
MS,MO,1581,973.0,2011
MS,MT,0,206.0,2011
MS,NC,483,299.0,2011
MS,ND,0,206.0,2011
MS,NE,118,198.0,2011
MS,NH,65,135.0,2011
MS,NJ,269,293.0,2011
MS,NM,1075,1040.0,2011
MS,NV,84,141.0,2011
MS,NY,364,449.0,2011
MS,OH,991,536.0,2011
MS,OK,566,362.0,2011
MS,OR,74,107.0,2011
MS,PA,2568,1700.0,2011
MS,RI,41,89.0,2011
MS,SC,398,320.0,2011
MS,SD,6,15.0,2011
MS,TN,7683,2248.0,2011
MS,TX,5243,1807.0,2011
MS,UT,332,520.0,2011
MS,VA,1453,805.0,2011
MS,VT,0,206.0,2011
MS,WA,286,252.0,2011
MS,WI,1136,1061.0,2011
MS,WV,303,411.0,2011
MS,WY,0,206.0,2011
MT,AK,1118,921.0,2011
MT,AL,449,318.0,2011
MT,AR,49,70.0,2011
MT,AZ,1971,1358.0,2011
MT,CA,3033,1110.0,2011
MT,CO,2856,1265.0,2011
MT,CT,58,72.0,2011
MT,DC,0,165.0,2011
MT,DE,365,392.0,2011
MT,FL,291,235.0,2011
MT,GA,231,193.0,2011
MT,HI,32,35.0,2011
MT,IA,417,307.0,2011
MT,ID,1543,1005.0,2011
MT,IL,765,526.0,2011
MT,IN,646,646.0,2011
MT,KS,845,492.0,2011
MT,KY,0,165.0,2011
MT,LA,0,165.0,2011
MT,MA,10,18.0,2011
MT,MD,57,71.0,2011
MT,ME,71,127.0,2011
MT,MI,353,295.0,2011
MT,MN,969,634.0,2011
MT,MO,158,220.0,2011
MT,MS,0,165.0,2011
MT,NC,1173,982.0,2011
MT,ND,360,250.0,2011
MT,NE,384,392.0,2011
MT,NH,0,165.0,2011
MT,NJ,889,589.0,2011
MT,NM,264,389.0,2011
MT,NV,688,543.0,2011
MT,NY,422,377.0,2011
MT,OH,321,409.0,2011
MT,OK,96,127.0,2011
MT,OR,1959,914.0,2011
MT,PA,840,640.0,2011
MT,RI,0,165.0,2011
MT,SC,77,92.0,2011
MT,SD,227,233.0,2011
MT,TN,266,237.0,2011
MT,TX,1329,643.0,2011
MT,UT,1232,623.0,2011
MT,VA,278,288.0,2011
MT,VT,53,71.0,2011
MT,WA,3835,1160.0,2011
MT,WI,146,184.0,2011
MT,WV,14,28.0,2011
MT,WY,2413,1709.0,2011
NC,AK,3991,2185.0,2011
NC,AL,5420,2338.0,2011
NC,AR,327,322.0,2011
NC,AZ,4286,2860.0,2011
NC,CA,15373,5531.0,2011
NC,CO,3919,1645.0,2011
NC,CT,1975,820.0,2011
NC,DC,1135,591.0,2011
NC,DE,954,600.0,2011
NC,FL,28044,4471.0,2011
NC,GA,16192,3163.0,2011
NC,HI,1806,1362.0,2011
NC,IA,654,530.0,2011
NC,ID,675,615.0,2011
NC,IL,5971,2065.0,2011
NC,IN,3228,1379.0,2011
NC,KS,4995,4644.0,2011
NC,KY,1637,786.0,2011
NC,LA,2936,1135.0,2011
NC,MA,9053,4920.0,2011
NC,MD,10485,2304.0,2011
NC,ME,824,663.0,2011
NC,MI,7530,2879.0,2011
NC,MN,1294,825.0,2011
NC,MO,2638,1150.0,2011
NC,MS,1273,829.0,2011
NC,MT,563,549.0,2011
NC,ND,189,272.0,2011
NC,NE,1056,1334.0,2011
NC,NH,2078,1738.0,2011
NC,NJ,10374,2643.0,2011
NC,NM,1737,1297.0,2011
NC,NV,1048,716.0,2011
NC,NY,18321,3621.0,2011
NC,OH,10187,3649.0,2011
NC,OK,1390,684.0,2011
NC,OR,1175,826.0,2011
NC,PA,9450,2770.0,2011
NC,RI,444,384.0,2011
NC,SC,20427,3260.0,2011
NC,SD,565,609.0,2011
NC,TN,6057,2083.0,2011
NC,TX,6621,2034.0,2011
NC,UT,961,692.0,2011
NC,VA,27302,4012.0,2011
NC,VT,212,345.0,2011
NC,WA,3295,1566.0,2011
NC,WI,2291,1192.0,2011
NC,WV,2780,1517.0,2011
NC,WY,153,228.0,2011
ND,AK,393,365.0,2011
ND,AL,97,125.0,2011
ND,AR,249,293.0,2011
ND,AZ,1313,613.0,2011
ND,CA,1356,1011.0,2011
ND,CO,1229,612.0,2011
ND,CT,0,143.0,2011
ND,DC,0,143.0,2011
ND,DE,84,100.0,2011
ND,FL,459,303.0,2011
ND,GA,364,410.0,2011
ND,HI,138,216.0,2011
ND,IA,208,178.0,2011
ND,ID,1209,817.0,2011
ND,IL,571,504.0,2011
ND,IN,130,171.0,2011
ND,KS,75,96.0,2011
ND,KY,0,143.0,2011
ND,LA,422,441.0,2011
ND,MA,369,359.0,2011
ND,MD,10,16.0,2011
ND,ME,50,72.0,2011
ND,MI,328,324.0,2011
ND,MN,12244,2374.0,2011
ND,MO,330,284.0,2011
ND,MS,80,143.0,2011
ND,MT,1227,612.0,2011
ND,NC,900,678.0,2011
ND,NE,218,170.0,2011
ND,NH,0,143.0,2011
ND,NJ,183,306.0,2011
ND,NM,99,112.0,2011
ND,NV,845,860.0,2011
ND,NY,264,233.0,2011
ND,OH,286,248.0,2011
ND,OK,59,68.0,2011
ND,OR,264,256.0,2011
ND,PA,652,637.0,2011
ND,RI,0,143.0,2011
ND,SC,1,2.0,2011
ND,SD,1293,714.0,2011
ND,TN,113,120.0,2011
ND,TX,1862,1029.0,2011
ND,UT,429,427.0,2011
ND,VA,166,202.0,2011
ND,VT,0,143.0,2011
ND,WA,404,312.0,2011
ND,WI,1398,601.0,2011
ND,WV,0,143.0,2011
ND,WY,139,102.0,2011
NE,AK,721,785.0,2011
NE,AL,169,271.0,2011
NE,AR,161,146.0,2011
NE,AZ,1646,898.0,2011
NE,CA,5124,1727.0,2011
NE,CO,3245,962.0,2011
NE,CT,381,372.0,2011
NE,DC,29,48.0,2011
NE,DE,0,155.0,2011
NE,FL,1105,499.0,2011
NE,GA,434,358.0,2011
NE,HI,275,215.0,2011
NE,IA,9575,2602.0,2011
NE,ID,506,464.0,2011
NE,IL,1415,777.0,2011
NE,IN,615,541.0,2011
NE,KS,3040,1210.0,2011
NE,KY,352,457.0,2011
NE,LA,222,253.0,2011
NE,MA,0,155.0,2011
NE,MD,318,344.0,2011
NE,ME,122,127.0,2011
NE,MI,683,435.0,2011
NE,MN,1455,1009.0,2011
NE,MO,1848,771.0,2011
NE,MS,424,430.0,2011
NE,MT,64,88.0,2011
NE,NC,829,872.0,2011
NE,ND,292,213.0,2011
NE,NH,0,155.0,2011
NE,NJ,119,101.0,2011
NE,NM,242,326.0,2011
NE,NV,240,165.0,2011
NE,NY,544,349.0,2011
NE,OH,268,250.0,2011
NE,OK,1255,884.0,2011
NE,OR,1556,1249.0,2011
NE,PA,252,179.0,2011
NE,RI,0,155.0,2011
NE,SC,243,285.0,2011
NE,SD,2999,1280.0,2011
NE,TN,226,244.0,2011
NE,TX,5343,2737.0,2011
NE,UT,734,507.0,2011
NE,VA,615,478.0,2011
NE,VT,0,155.0,2011
NE,WA,835,593.0,2011
NE,WI,560,427.0,2011
NE,WV,24,40.0,2011
NE,WY,965,421.0,2011
NH,AK,0,184.0,2011
NH,AL,193,237.0,2011
NH,AR,22,37.0,2011
NH,AZ,246,210.0,2011
NH,CA,547,334.0,2011
NH,CO,403,313.0,2011
NH,CT,1617,519.0,2011
NH,DC,68,112.0,2011
NH,DE,20,32.0,2011
NH,FL,1970,813.0,2011
NH,GA,535,449.0,2011
NH,HI,0,184.0,2011
NH,IA,47,78.0,2011
NH,ID,0,184.0,2011
NH,IL,478,402.0,2011
NH,IN,470,394.0,2011
NH,KS,0,184.0,2011
NH,KY,0,184.0,2011
NH,LA,0,184.0,2011
NH,MA,15526,2811.0,2011
NH,MD,222,177.0,2011
NH,ME,3080,1064.0,2011
NH,MI,155,165.0,2011
NH,MN,104,145.0,2011
NH,MO,153,181.0,2011
NH,MS,160,258.0,2011
NH,MT,230,378.0,2011
NH,NC,1297,649.0,2011
NH,ND,47,79.0,2011
NH,NE,33,54.0,2011
NH,NJ,294,247.0,2011
NH,NM,186,179.0,2011
NH,NV,186,231.0,2011
NH,NY,1471,510.0,2011
NH,OH,248,223.0,2011
NH,OK,0,184.0,2011
NH,OR,198,267.0,2011
NH,PA,1015,569.0,2011
NH,RI,608,301.0,2011
NH,SC,588,757.0,2011
NH,SD,86,102.0,2011
NH,TN,126,159.0,2011
NH,TX,605,438.0,2011
NH,UT,158,271.0,2011
NH,VA,880,575.0,2011
NH,VT,2138,991.0,2011
NH,WA,428,497.0,2011
NH,WI,0,184.0,2011
NH,WV,0,184.0,2011
NH,WY,162,218.0,2011
NJ,AK,1198,790.0,2011
NJ,AL,189,209.0,2011
NJ,AR,57,97.0,2011
NJ,AZ,3784,2287.0,2011
NJ,CA,5986,1519.0,2011
NJ,CO,2203,1931.0,2011
NJ,CT,1924,845.0,2011
NJ,DC,781,409.0,2011
NJ,DE,2100,1025.0,2011
NJ,FL,12907,3313.0,2011
NJ,GA,4268,2025.0,2011
NJ,HI,264,307.0,2011
NJ,IA,332,441.0,2011
NJ,ID,256,262.0,2011
NJ,IL,3690,1572.0,2011
NJ,IN,718,436.0,2011
NJ,KS,317,306.0,2011
NJ,KY,102,125.0,2011
NJ,LA,871,590.0,2011
NJ,MA,4675,1356.0,2011
NJ,MD,5335,2324.0,2011
NJ,ME,624,629.0,2011
NJ,MI,1889,1056.0,2011
NJ,MN,1261,1200.0,2011
NJ,MO,583,544.0,2011
NJ,MS,510,677.0,2011
NJ,MT,49,80.0,2011
NJ,NC,2482,1416.0,2011
NJ,ND,61,103.0,2011
NJ,NE,312,429.0,2011
NJ,NH,499,360.0,2011
NJ,NM,355,537.0,2011
NJ,NV,899,566.0,2011
NJ,NY,40815,4703.0,2011
NJ,OH,1121,608.0,2011
NJ,OK,773,707.0,2011
NJ,OR,360,331.0,2011
NJ,PA,19733,2951.0,2011
NJ,RI,463,319.0,2011
NJ,SC,1586,789.0,2011
NJ,SD,0,198.0,2011
NJ,TN,1412,782.0,2011
NJ,TX,3801,1818.0,2011
NJ,UT,256,229.0,2011
NJ,VA,4458,1750.0,2011
NJ,VT,0,198.0,2011
NJ,WA,2454,1946.0,2011
NJ,WI,214,259.0,2011
NJ,WV,1252,1293.0,2011
NJ,WY,15,29.0,2011
NM,AK,416,446.0,2011
NM,AL,410,494.0,2011
NM,AR,682,607.0,2011
NM,AZ,7444,3409.0,2011
NM,CA,7066,2324.0,2011
NM,CO,5525,1537.0,2011
NM,CT,0,198.0,2011
NM,DC,212,336.0,2011
NM,DE,0,198.0,2011
NM,FL,2806,1557.0,2011
NM,GA,676,406.0,2011
NM,HI,81,128.0,2011
NM,IA,0,198.0,2011
NM,ID,355,326.0,2011
NM,IL,466,315.0,2011
NM,IN,2030,2244.0,2011
NM,KS,1333,1078.0,2011
NM,KY,87,152.0,2011
NM,LA,184,244.0,2011
NM,MA,252,213.0,2011
NM,MD,2277,1964.0,2011
NM,ME,510,384.0,2011
NM,MI,908,699.0,2011
NM,MN,438,435.0,2011
NM,MO,1183,877.0,2011
NM,MS,556,553.0,2011
NM,MT,544,340.0,2011
NM,NC,522,300.0,2011
NM,ND,264,310.0,2011
NM,NE,353,312.0,2011
NM,NH,114,130.0,2011
NM,NJ,245,229.0,2011
NM,NV,2099,1159.0,2011
NM,NY,1445,781.0,2011
NM,OH,1742,1115.0,2011
NM,OK,234,203.0,2011
NM,OR,916,655.0,2011
NM,PA,492,284.0,2011
NM,RI,0,198.0,2011
NM,SC,145,204.0,2011
NM,SD,240,281.0,2011
NM,TN,899,577.0,2011
NM,TX,13633,3724.0,2011
NM,UT,303,218.0,2011
NM,VA,425,337.0,2011
NM,VT,71,120.0,2011
NM,WA,924,616.0,2011
NM,WI,340,342.0,2011
NM,WV,0,198.0,2011
NM,WY,283,313.0,2011
NV,AK,597,525.0,2011
NV,AL,280,330.0,2011
NV,AR,310,358.0,2011
NV,AZ,10142,4338.0,2011
NV,CA,40114,5354.0,2011
NV,CO,2714,1470.0,2011
NV,CT,189,163.0,2011
NV,DC,983,1261.0,2011
NV,DE,184,226.0,2011
NV,FL,2923,1608.0,2011
NV,GA,1731,909.0,2011
NV,HI,4093,2643.0,2011
NV,IA,114,188.0,2011
NV,ID,3929,1734.0,2011
NV,IL,1668,1031.0,2011
NV,IN,855,781.0,2011
NV,KS,602,734.0,2011
NV,KY,628,620.0,2011
NV,LA,78,128.0,2011
NV,MA,256,255.0,2011
NV,MD,931,701.0,2011
NV,ME,49,80.0,2011
NV,MI,1663,831.0,2011
NV,MN,1055,1329.0,2011
NV,MO,335,237.0,2011
NV,MS,203,279.0,2011
NV,MT,1137,740.0,2011
NV,NC,1333,895.0,2011
NV,ND,0,234.0,2011
NV,NE,32,37.0,2011
NV,NH,0,234.0,2011
NV,NJ,2118,1709.0,2011
NV,NM,2136,1429.0,2011
NV,NY,1516,819.0,2011
NV,OH,1354,894.0,2011
NV,OK,258,254.0,2011
NV,OR,1691,695.0,2011
NV,PA,570,581.0,2011
NV,RI,86,148.0,2011
NV,SC,165,273.0,2011
NV,SD,588,557.0,2011
NV,TN,96,150.0,2011
NV,TX,7249,3923.0,2011
NV,UT,3365,2105.0,2011
NV,VA,1740,1369.0,2011
NV,VT,0,234.0,2011
NV,WA,4680,1646.0,2011
NV,WI,2672,2369.0,2011
NV,WV,0,234.0,2011
NV,WY,933,702.0,2011
NY,AK,6124,2270.0,2011
NY,AL,1812,1002.0,2011
NY,AR,1041,734.0,2011
NY,AZ,2821,1100.0,2011
NY,CA,25761,3856.0,2011
NY,CO,3724,1151.0,2011
NY,CT,15123,3667.0,2011
NY,DC,3702,1051.0,2011
NY,DE,1124,588.0,2011
NY,FL,29344,4718.0,2011
NY,GA,10584,2320.0,2011
NY,HI,1002,973.0,2011
NY,IA,928,783.0,2011
NY,ID,434,377.0,2011
NY,IL,6914,1720.0,2011
NY,IN,2198,958.0,2011
NY,KS,838,397.0,2011
NY,KY,2414,1223.0,2011
NY,LA,1495,916.0,2011
NY,MA,14646,2367.0,2011
NY,MD,5037,1192.0,2011
NY,ME,2915,1114.0,2011
NY,MI,3936,947.0,2011
NY,MN,1824,678.0,2011
NY,MO,1417,595.0,2011
NY,MS,401,266.0,2011
NY,MT,391,282.0,2011
NY,NC,9336,1874.0,2011
NY,ND,374,266.0,2011
NY,NE,579,553.0,2011
NY,NH,2972,1172.0,2011
NY,NJ,41450,4170.0,2011
NY,NM,461,276.0,2011
NY,NV,1785,1037.0,2011
NY,OH,5191,1717.0,2011
NY,OK,1425,887.0,2011
NY,OR,2189,977.0,2011
NY,PA,26596,3427.0,2011
NY,RI,1393,663.0,2011
NY,SC,6947,2791.0,2011
NY,SD,112,121.0,2011
NY,TN,2660,1051.0,2011
NY,TX,9151,2132.0,2011
NY,UT,773,482.0,2011
NY,VA,10800,2343.0,2011
NY,VT,3882,1242.0,2011
NY,WA,2986,1367.0,2011
NY,WI,1878,1014.0,2011
NY,WV,631,470.0,2011
NY,WY,688,645.0,2011
OH,AK,1637,1579.0,2011
OH,AL,1567,705.0,2011
OH,AR,1952,1128.0,2011
OH,AZ,6763,3193.0,2011
OH,CA,9032,1771.0,2011
OH,CO,2690,1023.0,2011
OH,CT,1189,663.0,2011
OH,DC,587,449.0,2011
OH,DE,263,270.0,2011
OH,FL,16492,3173.0,2011
OH,GA,4290,1143.0,2011
OH,HI,1044,694.0,2011
OH,IA,1146,614.0,2011
OH,ID,312,223.0,2011
OH,IL,7027,1504.0,2011
OH,IN,11588,2147.0,2011
OH,KS,657,519.0,2011
OH,KY,12744,3507.0,2011
OH,LA,1872,1784.0,2011
OH,MA,2101,1008.0,2011
OH,MD,4982,1578.0,2011
OH,ME,0,187.0,2011
OH,MI,14330,2896.0,2011
OH,MN,1788,784.0,2011
OH,MO,2003,873.0,2011
OH,MS,691,462.0,2011
OH,MT,101,172.0,2011
OH,NC,4572,1270.0,2011
OH,ND,204,270.0,2011
OH,NE,1176,616.0,2011
OH,NH,1992,1509.0,2011
OH,NJ,3936,1643.0,2011
OH,NM,255,287.0,2011
OH,NV,1851,1107.0,2011
OH,NY,8784,2659.0,2011
OH,OK,2333,1263.0,2011
OH,OR,1326,614.0,2011
OH,PA,14292,2842.0,2011
OH,RI,369,353.0,2011
OH,SC,3826,1192.0,2011
OH,SD,34,68.0,2011
OH,TN,6468,2336.0,2011
OH,TX,11987,4302.0,2011
OH,UT,691,469.0,2011
OH,VA,5425,2020.0,2011
OH,VT,68,77.0,2011
OH,WA,1979,965.0,2011
OH,WI,2534,1620.0,2011
OH,WV,7548,1866.0,2011
OH,WY,1280,793.0,2011
OK,AK,1137,857.0,2011
OK,AL,591,368.0,2011
OK,AR,6894,2060.0,2011
OK,AZ,3770,1522.0,2011
OK,CA,8233,2583.0,2011
OK,CO,3273,1511.0,2011
OK,CT,97,138.0,2011
OK,DC,191,234.0,2011
OK,DE,66,110.0,2011
OK,FL,6056,1588.0,2011
OK,GA,3514,1642.0,2011
OK,HI,140,148.0,2011
OK,IA,580,536.0,2011
OK,ID,21,35.0,2011
OK,IL,2179,1297.0,2011
OK,IN,2113,1098.0,2011
OK,KS,4626,1250.0,2011
OK,KY,1398,747.0,2011
OK,LA,1934,727.0,2011
OK,MA,160,103.0,2011
OK,MD,432,312.0,2011
OK,ME,271,425.0,2011
OK,MI,1038,848.0,2011
OK,MN,497,341.0,2011
OK,MO,5781,1311.0,2011
OK,MS,199,202.0,2011
OK,MT,803,793.0,2011
OK,NC,1322,800.0,2011
OK,ND,928,805.0,2011
OK,NE,1979,1196.0,2011
OK,NH,0,163.0,2011
OK,NJ,391,333.0,2011
OK,NM,403,259.0,2011
OK,NV,705,532.0,2011
OK,NY,1858,925.0,2011
OK,OH,1608,791.0,2011
OK,OR,917,713.0,2011
OK,PA,1116,492.0,2011
OK,RI,152,179.0,2011
OK,SC,2015,971.0,2011
OK,SD,600,379.0,2011
OK,TN,1700,1101.0,2011
OK,TX,31595,4987.0,2011
OK,UT,587,450.0,2011
OK,VA,1013,610.0,2011
OK,VT,0,163.0,2011
OK,WA,1246,620.0,2011
OK,WI,942,474.0,2011
OK,WV,44,68.0,2011
OK,WY,1763,1572.0,2011
OR,AK,1935,1062.0,2011
OR,AL,758,1071.0,2011
OR,AR,988,1155.0,2011
OR,AZ,7911,3054.0,2011
OR,CA,34214,4555.0,2011
OR,CO,2110,659.0,2011
OR,CT,949,564.0,2011
OR,DC,349,291.0,2011
OR,DE,251,264.0,2011
OR,FL,3384,1934.0,2011
OR,GA,1946,1914.0,2011
OR,HI,2491,1173.0,2011
OR,IA,659,627.0,2011
OR,ID,6236,2097.0,2011
OR,IL,1350,663.0,2011
OR,IN,1371,1707.0,2011
OR,KS,1263,1355.0,2011
OR,KY,71,118.0,2011
OR,LA,0,203.0,2011
OR,MA,1423,768.0,2011
OR,MD,453,482.0,2011
OR,ME,269,320.0,2011
OR,MI,1652,1174.0,2011
OR,MN,1413,863.0,2011
OR,MO,1172,664.0,2011
OR,MS,7,14.0,2011
OR,MT,1079,784.0,2011
OR,NC,1099,740.0,2011
OR,ND,313,340.0,2011
OR,NE,324,342.0,2011
OR,NH,427,404.0,2011
OR,NJ,1322,771.0,2011
OR,NM,537,449.0,2011
OR,NV,7222,3426.0,2011
OR,NY,2056,850.0,2011
OR,OH,949,789.0,2011
OR,OK,2034,1244.0,2011
OR,PA,1407,775.0,2011
OR,RI,0,203.0,2011
OR,SC,370,292.0,2011
OR,SD,417,395.0,2011
OR,TN,673,420.0,2011
OR,TX,4498,2398.0,2011
OR,UT,3443,1781.0,2011
OR,VA,1179,619.0,2011
OR,VT,176,203.0,2011
OR,WA,21862,3732.0,2011
OR,WI,914,697.0,2011
OR,WV,66,115.0,2011
OR,WY,914,880.0,2011
PA,AK,759,664.0,2011
PA,AL,1332,684.0,2011
PA,AR,582,601.0,2011
PA,AZ,2278,917.0,2011
PA,CA,10672,2349.0,2011
PA,CO,2491,1027.0,2011
PA,CT,4150,993.0,2011
PA,DC,1401,584.0,2011
PA,DE,5177,1304.0,2011
PA,FL,19299,3790.0,2011
PA,GA,4627,1185.0,2011
PA,HI,495,369.0,2011
PA,IA,1176,960.0,2011
PA,ID,236,223.0,2011
PA,IL,3902,1438.0,2011
PA,IN,4086,1429.0,2011
PA,KS,2323,1449.0,2011
PA,KY,4013,1826.0,2011
PA,LA,615,294.0,2011
PA,MA,6284,1711.0,2011
PA,MD,17751,3723.0,2011
PA,ME,608,328.0,2011
PA,MI,4406,1278.0,2011
PA,MN,853,592.0,2011
PA,MO,1761,1063.0,2011
PA,MS,1238,943.0,2011
PA,MT,338,308.0,2011
PA,NC,11254,3103.0,2011
PA,ND,195,208.0,2011
PA,NE,582,439.0,2011
PA,NH,1326,520.0,2011
PA,NJ,36133,4167.0,2011
PA,NM,325,405.0,2011
PA,NV,1057,501.0,2011
PA,NY,29436,3921.0,2011
PA,OH,13075,2133.0,2011
PA,OK,283,220.0,2011
PA,OR,1594,1022.0,2011
PA,RI,799,558.0,2011
PA,SC,3438,1057.0,2011
PA,SD,142,140.0,2011
PA,TN,3742,1402.0,2011
PA,TX,7006,1441.0,2011
PA,UT,1246,776.0,2011
PA,VA,8419,1530.0,2011
PA,VT,446,327.0,2011
PA,WA,3688,1533.0,2011
PA,WI,2426,1046.0,2011
PA,WV,4631,1483.0,2011
PA,WY,195,237.0,2011
PR,AK,378,457.0,2011
PR,AL,35,59.0,2011
PR,AR,0,210.0,2011
PR,AZ,229,363.0,2011
PR,CA,207,222.0,2011
PR,CO,0,210.0,2011
PR,CT,1849,928.0,2011
PR,DC,212,315.0,2011
PR,DE,13,25.0,2011
PR,FL,6614,2336.0,2011
PR,GA,247,195.0,2011
PR,HI,0,210.0,2011
PR,IA,0,210.0,2011
PR,ID,13,24.0,2011
PR,IL,624,537.0,2011
PR,IN,784,895.0,2011
PR,KS,38,62.0,2011
PR,KY,0,210.0,2011
PR,LA,0,210.0,2011
PR,MA,1412,904.0,2011
PR,MD,70,124.0,2011
PR,ME,0,210.0,2011
PR,MI,88,127.0,2011
PR,MN,0,210.0,2011
PR,MO,101,165.0,2011
PR,MS,27,35.0,2011
PR,MT,0,210.0,2011
PR,NC,200,195.0,2011
PR,ND,0,210.0,2011
PR,NE,0,210.0,2011
PR,NH,0,210.0,2011
PR,NJ,2150,1149.0,2011
PR,NM,51,94.0,2011
PR,NV,0,210.0,2011
PR,NY,2615,1171.0,2011
PR,OH,0,210.0,2011
PR,OK,79,117.0,2011
PR,OR,0,210.0,2011
PR,PA,1978,1059.0,2011
PR,RI,490,718.0,2011
PR,SC,3,6.0,2011
PR,SD,113,139.0,2011
PR,TN,224,368.0,2011
PR,TX,444,334.0,2011
PR,UT,0,210.0,2011
PR,VA,1077,1097.0,2011
PR,VT,0,210.0,2011
PR,WA,41,42.0,2011
PR,WI,229,373.0,2011
PR,WV,14,25.0,2011
PR,WY,0,210.0,2011
RI,AK,0,207.0,2011
RI,AL,0,207.0,2011
RI,AR,0,207.0,2011
RI,AZ,214,348.0,2011
RI,CA,1949,734.0,2011
RI,CO,301,271.0,2011
RI,CT,2613,984.0,2011
RI,DC,0,207.0,2011
RI,DE,0,207.0,2011
RI,FL,2230,915.0,2011
RI,GA,476,361.0,2011
RI,HI,0,207.0,2011
RI,IA,82,145.0,2011
RI,ID,107,199.0,2011
RI,IL,373,375.0,2011
RI,IN,41,95.0,2011
RI,KS,374,433.0,2011
RI,KY,211,318.0,2011
RI,LA,121,185.0,2011
RI,MA,7715,1532.0,2011
RI,MD,472,323.0,2011
RI,ME,228,177.0,2011
RI,MI,178,117.0,2011
RI,MN,27,60.0,2011
RI,MO,109,163.0,2011
RI,MS,0,207.0,2011
RI,MT,0,207.0,2011
RI,NC,259,212.0,2011
RI,ND,0,207.0,2011
RI,NE,0,207.0,2011
RI,NH,941,745.0,2011
RI,NJ,1224,501.0,2011
RI,NM,93,153.0,2011
RI,NV,0,207.0,2011
RI,NY,2776,1118.0,2011
RI,OH,60,89.0,2011
RI,OK,0,207.0,2011
RI,OR,57,94.0,2011
RI,PA,1125,725.0,2011
RI,SC,223,232.0,2011
RI,SD,0,207.0,2011
RI,TN,210,187.0,2011
RI,TX,207,153.0,2011
RI,UT,181,267.0,2011
RI,VA,485,448.0,2011
RI,VT,621,328.0,2011
RI,WA,262,277.0,2011
RI,WI,2,5.0,2011
RI,WV,199,253.0,2011
RI,WY,23,47.0,2011
SC,AK,2421,1281.0,2011
SC,AL,2999,1543.0,2011
SC,AR,1333,1301.0,2011
SC,AZ,1971,1391.0,2011
SC,CA,6592,1789.0,2011
SC,CO,1000,598.0,2011
SC,CT,1752,1005.0,2011
SC,DC,589,681.0,2011
SC,DE,841,746.0,2011
SC,FL,15476,4230.0,2011
SC,GA,16355,2798.0,2011
SC,HI,712,626.0,2011
SC,IA,1379,1468.0,2011
SC,ID,55,68.0,2011
SC,IL,2371,831.0,2011
SC,IN,3249,1601.0,2011
SC,KS,1885,1445.0,2011
SC,KY,2454,1692.0,2011
SC,LA,878,486.0,2011
SC,MA,730,447.0,2011
SC,MD,3807,1261.0,2011
SC,ME,652,566.0,2011
SC,MI,4483,1737.0,2011
SC,MN,471,393.0,2011
SC,MO,1522,1671.0,2011
SC,MS,2163,1979.0,2011
SC,MT,915,999.0,2011
SC,NC,23102,4356.0,2011
SC,ND,271,213.0,2011
SC,NE,204,329.0,2011
SC,NH,372,280.0,2011
SC,NJ,4241,1445.0,2011
SC,NM,598,609.0,2011
SC,NV,1017,722.0,2011
SC,NY,11317,3991.0,2011
SC,OH,6327,2177.0,2011
SC,OK,1008,934.0,2011
SC,OR,833,583.0,2011
SC,PA,3523,1139.0,2011
SC,RI,453,360.0,2011
SC,SD,62,107.0,2011
SC,TN,3324,1252.0,2011
SC,TX,8623,4005.0,2011
SC,UT,181,188.0,2011
SC,VA,7879,2193.0,2011
SC,VT,91,115.0,2011
SC,WA,2510,1257.0,2011
