current_state,previous_state,estimate,margin_of_error,year
NY,OK,869,434.0,2014
NY,OR,831,450.0,2014
NY,PA,21930,3348.0,2014
NY,RI,1541,891.0,2014
NY,SC,4796,1473.0,2014
NY,SD,19,33.0,2014
NY,TN,2957,1383.0,2014
NY,TX,12941,2355.0,2014
NY,UT,2259,1179.0,2014
NY,VA,9743,2381.0,2014
NY,VT,1933,779.0,2014
NY,WA,3532,1153.0,2014
NY,WI,1983,759.0,2014
NY,WV,271,162.0,2014
NY,WY,320,240.0,2014
OH,AK,1455,844.0,2014
OH,AL,1189,699.0,2014
OH,AR,1467,789.0,2014
OH,AZ,3348,1163.0,2014
OH,CA,7793,1549.0,2014
OH,CO,3917,2623.0,2014
OH,CT,1251,817.0,2014
OH,DC,670,414.0,2014
OH,DE,878,936.0,2014
OH,FL,14377,2962.0,2014
OH,GA,4924,1567.0,2014
OH,HI,355,288.0,2014
OH,IA,1414,770.0,2014
OH,ID,234,215.0,2014
OH,IL,9076,1833.0,2014
OH,IN,10968,2328.0,2014
OH,KS,1060,633.0,2014
OH,KY,18410,3768.0,2014
OH,LA,605,376.0,2014
OH,MA,1977,849.0,2014
OH,MD,3751,1145.0,2014
OH,ME,177,177.0,2014
OH,MI,13480,2379.0,2014
OH,MN,1631,704.0,2014
OH,MO,3277,1036.0,2014
OH,MS,994,858.0,2014
OH,MT,528,501.0,2014
OH,NC,10004,3696.0,2014
OH,ND,129,168.0,2014
OH,NE,339,275.0,2014
OH,NH,1404,1094.0,2014
OH,NJ,3952,1768.0,2014
OH,NM,987,606.0,2014
OH,NV,1618,823.0,2014
OH,NY,7759,1689.0,2014
OH,OK,871,620.0,2014
OH,OR,1538,786.0,2014
OH,PA,18580,3478.0,2014
OH,RI,958,689.0,2014
OH,SC,1717,652.0,2014
OH,SD,464,441.0,2014
OH,TN,6388,2693.0,2014
OH,TX,8360,2087.0,2014
OH,UT,982,557.0,2014
OH,VA,6403,2987.0,2014
OH,VT,56,76.0,2014
OH,WA,4084,1644.0,2014
OH,WI,2789,1076.0,2014
OH,WV,8018,1700.0,2014
OH,WY,136,168.0,2014
OK,AK,1248,810.0,2014
OK,AL,993,454.0,2014
OK,AR,7333,1657.0,2014
OK,AZ,3729,1680.0,2014
OK,CA,8180,2174.0,2014
OK,CO,4190,1145.0,2014
OK,CT,176,265.0,2014
OK,DC,216,218.0,2014
OK,DE,83,97.0,2014
OK,FL,4894,1347.0,2014
OK,GA,1731,771.0,2014
OK,HI,255,186.0,2014
OK,IA,2982,2420.0,2014
OK,ID,233,194.0,2014
OK,IL,1396,691.0,2014
OK,IN,1793,1144.0,2014
OK,KS,8779,2270.0,2014
OK,KY,920,500.0,2014
OK,LA,1126,510.0,2014
OK,MA,420,253.0,2014
OK,MD,709,917.0,2014
OK,ME,55,110.0,2014
OK,MI,778,477.0,2014
OK,MN,846,574.0,2014
OK,MO,6309,1981.0,2014
OK,MS,850,606.0,2014
OK,MT,67,80.0,2014
OK,NC,1169,632.0,2014
OK,ND,626,387.0,2014
OK,NE,534,497.0,2014
OK,NH,91,111.0,2014
OK,NJ,639,454.0,2014
OK,NM,1152,508.0,2014
OK,NV,829,649.0,2014
OK,NY,2187,1244.0,2014
OK,OH,1711,720.0,2014
OK,OR,273,232.0,2014
OK,PA,1407,554.0,2014
OK,RI,117,180.0,2014
OK,SC,779,478.0,2014
OK,SD,505,495.0,2014
OK,TN,3079,1486.0,2014
OK,TX,29191,3555.0,2014
OK,UT,1008,647.0,2014
OK,VA,985,578.0,2014
OK,VT,0,153.0,2014
OK,WA,3102,1159.0,2014
OK,WI,1164,699.0,2014
OK,WV,38,64.0,2014
OK,WY,469,343.0,2014
OR,AK,4211,1911.0,2014
OR,AL,156,152.0,2014
OR,AR,570,399.0,2014
OR,AZ,9446,2054.0,2014
OR,CA,35334,4753.0,2014
OR,CO,5446,1729.0,2014
OR,CT,848,672.0,2014
OR,DC,271,300.0,2014
OR,DE,0,197.0,2014
OR,FL,1319,566.0,2014
OR,GA,1142,852.0,2014
OR,HI,3491,1219.0,2014
OR,IA,509,452.0,2014
OR,ID,4995,1478.0,2014
OR,IL,1514,807.0,2014
OR,IN,1099,878.0,2014
OR,KS,671,577.0,2014
OR,KY,91,129.0,2014
OR,LA,1054,612.0,2014
OR,MA,1335,763.0,2014
OR,MD,987,1129.0,2014
OR,ME,230,237.0,2014
OR,MI,980,532.0,2014
OR,MN,2717,1307.0,2014
OR,MO,767,538.0,2014
OR,MS,0,197.0,2014
OR,MT,1800,857.0,2014
OR,NC,1810,1121.0,2014
OR,ND,947,784.0,2014
OR,NE,414,290.0,2014
OR,NH,0,197.0,2014
OR,NJ,705,745.0,2014
OR,NM,2617,1452.0,2014
OR,NV,3385,1222.0,2014
OR,NY,2117,1168.0,2014
OR,OH,828,708.0,2014
OR,OK,1860,1242.0,2014
OR,PA,1972,1156.0,2014
OR,RI,161,175.0,2014
OR,SC,163,186.0,2014
OR,SD,602,423.0,2014
OR,TN,371,314.0,2014
OR,TX,7480,2312.0,2014
OR,UT,4149,1532.0,2014
OR,VA,1506,797.0,2014
OR,VT,122,149.0,2014
OR,WA,21655,3137.0,2014
OR,WI,1276,1155.0,2014
OR,WV,0,197.0,2014
OR,WY,1885,1147.0,2014
PA,AK,2361,1308.0,2014
PA,AL,1535,1071.0,2014
PA,AR,549,650.0,2014
PA,AZ,1735,531.0,2014
PA,CA,9151,2339.0,2014
PA,CO,2615,1133.0,2014
PA,CT,2670,780.0,2014
PA,DC,1636,748.0,2014
PA,DE,5611,1443.0,2014
PA,FL,16230,2462.0,2014
PA,GA,4692,1623.0,2014
PA,HI,761,579.0,2014
PA,IA,1434,706.0,2014
PA,ID,362,243.0,2014
PA,IL,3522,1375.0,2014
PA,IN,2555,2500.0,2014
PA,KS,1186,745.0,2014
PA,KY,1746,861.0,2014
PA,LA,1628,781.0,2014
PA,MA,4974,1510.0,2014
PA,MD,21776,3406.0,2014
PA,ME,1280,578.0,2014
PA,MI,5263,1488.0,2014
PA,MN,1521,756.0,2014
PA,MO,1993,815.0,2014
PA,MS,12,22.0,2014
PA,MT,847,745.0,2014
PA,NC,10006,3413.0,2014
PA,ND,220,212.0,2014
PA,NE,0,168.0,2014
PA,NH,550,367.0,2014
PA,NJ,39423,4912.0,2014
PA,NM,506,314.0,2014
PA,NV,868,692.0,2014
PA,NY,31145,3832.0,2014
PA,OH,10588,1915.0,2014
PA,OK,897,582.0,2014
PA,OR,794,594.0,2014
PA,RI,1187,562.0,2014
PA,SC,3006,1258.0,2014
PA,SD,403,316.0,2014
PA,TN,3269,1525.0,2014
PA,TX,9027,2919.0,2014
PA,UT,850,525.0,2014
PA,VA,11541,2734.0,2014
PA,VT,674,398.0,2014
PA,WA,2182,1251.0,2014
PA,WI,1257,750.0,2014
PA,WV,4708,1434.0,2014
PA,WY,143,161.0,2014
PR,AK,150,186.0,2014
PR,AL,50,83.0,2014
PR,AR,0,220.0,2014
PR,AZ,0,220.0,2014
PR,CA,552,368.0,2014
PR,CO,0,220.0,2014
PR,CT,530,380.0,2014
PR,DC,28,47.0,2014
PR,DE,0,220.0,2014
PR,FL,4299,1307.0,2014
PR,GA,228,237.0,2014
PR,HI,177,229.0,2014
PR,IA,0,220.0,2014
PR,ID,0,220.0,2014
PR,IL,111,126.0,2014
PR,IN,0,220.0,2014
PR,KS,0,220.0,2014
PR,KY,68,132.0,2014
PR,LA,0,220.0,2014
PR,MA,2639,969.0,2014
PR,MD,189,220.0,2014
PR,ME,0,220.0,2014
PR,MI,55,93.0,2014
PR,MN,542,858.0,2014
PR,MO,99,114.0,2014
PR,MS,63,104.0,2014
PR,MT,0,220.0,2014
PR,NC,542,442.0,2014
PR,ND,0,220.0,2014
PR,NE,0,220.0,2014
PR,NH,148,167.0,2014
PR,NJ,986,718.0,2014
PR,NM,0,220.0,2014
PR,NV,0,220.0,2014
PR,NY,2507,1163.0,2014
PR,OH,321,392.0,2014
PR,OK,36,47.0,2014
PR,OR,69,113.0,2014
PR,PA,3133,1034.0,2014
PR,RI,268,303.0,2014
PR,SC,0,220.0,2014
PR,SD,26,38.0,2014
PR,TN,53,86.0,2014
PR,TX,1255,826.0,2014
PR,UT,0,220.0,2014
PR,VA,258,241.0,2014
PR,VT,0,220.0,2014
PR,WA,180,294.0,2014
PR,WI,209,328.0,2014
PR,WV,0,220.0,2014
PR,WY,0,220.0,2014
RI,AK,54,100.0,2014
RI,AL,347,377.0,2014
RI,AR,0,203.0,2014
RI,AZ,0,203.0,2014
RI,CA,1387,699.0,2014
RI,CO,91,114.0,2014
RI,CT,2180,726.0,2014
RI,DC,0,203.0,2014
RI,DE,26,45.0,2014
RI,FL,1723,751.0,2014
RI,GA,1843,1048.0,2014
RI,HI,89,110.0,2014
RI,IA,80,103.0,2014
RI,ID,0,203.0,2014
RI,IL,233,243.0,2014
RI,IN,98,133.0,2014
RI,KS,153,181.0,2014
RI,KY,251,280.0,2014
RI,LA,488,643.0,2014
RI,MA,10765,2221.0,2014
RI,MD,557,350.0,2014
RI,ME,417,377.0,2014
RI,MI,296,335.0,2014
RI,MN,428,522.0,2014
RI,MO,60,98.0,2014
RI,MS,0,203.0,2014
RI,MT,0,203.0,2014
RI,NC,1426,895.0,2014
RI,ND,0,203.0,2014
RI,NE,0,203.0,2014
RI,NH,1007,573.0,2014
RI,NJ,1404,526.0,2014
RI,NM,0,203.0,2014
RI,NV,44,76.0,2014
RI,NY,3563,891.0,2014
RI,OH,176,173.0,2014
RI,OK,64,99.0,2014
RI,OR,44,74.0,2014
RI,PA,1245,666.0,2014
RI,SC,474,480.0,2014
RI,SD,0,203.0,2014
RI,TN,72,117.0,2014
RI,TX,445,252.0,2014
RI,UT,0,203.0,2014
RI,VA,922,415.0,2014
RI,VT,93,105.0,2014
RI,WA,76,121.0,2014
RI,WI,0,203.0,2014
RI,WV,0,203.0,2014
RI,WY,0,203.0,2014
SC,AK,1225,1060.0,2014
SC,AL,3219,1350.0,2014
SC,AR,991,828.0,2014
SC,AZ,2298,1010.0,2014
SC,CA,5826,1578.0,2014
SC,CO,3455,1662.0,2014
SC,CT,4030,1872.0,2014
SC,DC,649,464.0,2014
SC,DE,661,551.0,2014
SC,FL,12368,2450.0,2014
SC,GA,15496,3377.0,2014
SC,HI,1044,859.0,2014
SC,IA,429,374.0,2014
SC,ID,996,1227.0,2014
SC,IL,2854,986.0,2014
SC,IN,2923,1191.0,2014
SC,KS,599,662.0,2014
SC,KY,3312,2046.0,2014
SC,LA,1565,973.0,2014
SC,MA,1620,743.0,2014
SC,MD,4291,1806.0,2014
SC,ME,1462,1028.0,2014
SC,MI,4002,1438.0,2014
SC,MN,1111,727.0,2014
SC,MO,1495,647.0,2014
SC,MS,1055,485.0,2014
SC,MT,294,279.0,2014
SC,NC,31188,5267.0,2014
SC,ND,0,200.0,2014
SC,NE,323,323.0,2014
SC,NH,950,562.0,2014
SC,NJ,4226,1332.0,2014
SC,NM,1237,1150.0,2014
SC,NV,499,523.0,2014
SC,NY,11241,3138.0,2014
SC,OH,5369,1760.0,2014
SC,OK,1115,632.0,2014
SC,OR,304,276.0,2014
SC,PA,7637,2531.0,2014
SC,RI,646,451.0,2014
SC,SD,352,338.0,2014
SC,TN,4113,1588.0,2014
SC,TX,6567,1931.0,2014
SC,UT,434,320.0,2014
SC,VA,8860,1796.0,2014
SC,VT,249,201.0,2014
SC,WA,5453,2364.0,2014
SC,WI,1249,716.0,2014
SC,WV,687,517.0,2014
SC,WY,0,200.0,2014
SD,AK,374,303.0,2014
SD,AL,0,151.0,2014
SD,AR,23,32.0,2014
SD,AZ,1008,585.0,2014
SD,CA,1920,1040.0,2014
SD,CO,1388,760.0,2014
SD,CT,0,151.0,2014
SD,DC,0,151.0,2014
SD,DE,0,151.0,2014
SD,FL,329,271.0,2014
SD,GA,167,179.0,2014
SD,HI,0,151.0,2014
SD,IA,2531,896.0,2014
SD,ID,177,207.0,2014
SD,IL,520,313.0,2014
SD,IN,489,374.0,2014
SD,KS,842,714.0,2014
SD,KY,161,131.0,2014
SD,LA,106,292.0,2014
SD,MA,186,315.0,2014
SD,MD,130,180.0,2014
SD,ME,0,151.0,2014
SD,MI,86,108.0,2014
SD,MN,4321,1505.0,2014
SD,MO,127,128.0,2014
SD,MS,0,151.0,2014
SD,MT,990,922.0,2014
SD,NC,163,202.0,2014
SD,ND,1635,766.0,2014
SD,NE,1411,824.0,2014
SD,NH,80,128.0,2014
SD,NJ,11,25.0,2014
SD,NM,330,328.0,2014
SD,NV,531,449.0,2014
SD,NY,697,445.0,2014
SD,OH,490,328.0,2014
SD,OK,711,642.0,2014
SD,OR,13,18.0,2014
SD,PA,36,77.0,2014
SD,RI,0,151.0,2014
SD,SC,37,76.0,2014
SD,TN,610,318.0,2014
SD,TX,882,529.0,2014
SD,UT,131,150.0,2014
SD,VA,1453,1975.0,2014
SD,VT,0,151.0,2014
SD,WA,198,281.0,2014
SD,WI,541,287.0,2014
SD,WV,0,151.0,2014
SD,WY,2363,1637.0,2014
TN,AK,837,687.0,2014
TN,AL,9640,3703.0,2014
TN,AR,7625,2416.0,2014
TN,AZ,2605,1146.0,2014
TN,CA,8847,2092.0,2014
TN,CO,2482,1027.0,2014
TN,CT,390,374.0,2014
TN,DC,747,427.0,2014
TN,DE,427,584.0,2014
TN,FL,17196,3188.0,2014
TN,GA,15713,3934.0,2014
TN,HI,438,432.0,2014
TN,IA,835,419.0,2014
TN,ID,288,249.0,2014
TN,IL,8853,2483.0,2014
TN,IN,6087,2084.0,2014
TN,KS,613,379.0,2014
TN,KY,9157,2413.0,2014
TN,LA,1126,628.0,2014
TN,MA,1753,963.0,2014
TN,MD,2300,1016.0,2014
TN,ME,207,337.0,2014
TN,MI,6125,2065.0,2014
TN,MN,962,572.0,2014
TN,MO,5513,1543.0,2014
TN,MS,8166,2739.0,2014
TN,MT,260,240.0,2014
TN,NC,12148,3280.0,2014
TN,ND,127,233.0,2014
TN,NE,129,167.0,2014
TN,NH,249,309.0,2014
TN,NJ,741,435.0,2014
TN,NM,596,581.0,2014
TN,NV,681,476.0,2014
TN,NY,5614,2109.0,2014
TN,OH,4627,1995.0,2014
TN,OK,2068,1408.0,2014
TN,OR,922,551.0,2014
TN,PA,2555,1170.0,2014
TN,RI,1035,761.0,2014
TN,SC,6164,3731.0,2014
TN,SD,282,344.0,2014
TN,TX,10134,2574.0,2014
TN,UT,216,220.0,2014
TN,VA,7979,2297.0,2014
TN,VT,162,170.0,2014
TN,WA,2885,1536.0,2014
TN,WI,1551,941.0,2014
TN,WV,1943,1244.0,2014
TN,WY,130,169.0,2014
TX,AK,8487,2707.0,2014
TX,AL,6437,1833.0,2014
TX,AR,11926,2762.0,2014
TX,AZ,18001,3172.0,2014
TX,CA,63591,6190.0,2014
TX,CO,18277,4298.0,2014
TX,CT,3110,1252.0,2014
TX,DC,1266,590.0,2014
TX,DE,1411,837.0,2014
TX,FL,40930,10332.0,2014
TX,GA,19023,4043.0,2014
TX,HI,3871,1300.0,2014
TX,IA,6444,2399.0,2014
TX,ID,3120,1115.0,2014
TX,IL,23258,4539.0,2014
TX,IN,6235,1751.0,2014
TX,KS,11585,3166.0,2014
TX,KY,5990,2402.0,2014
TX,LA,23805,4203.0,2014
TX,MA,6208,1937.0,2014
TX,MD,9291,2556.0,2014
TX,ME,1385,992.0,2014
TX,MI,12267,2897.0,2014
TX,MN,6946,2877.0,2014
TX,MO,11921,2546.0,2014
TX,MS,12308,2853.0,2014
TX,MT,659,515.0,2014
TX,NC,16934,3475.0,2014
TX,ND,665,411.0,2014
TX,NE,3343,1260.0,2014
TX,NH,1784,1010.0,2014
TX,NJ,7015,2117.0,2014
TX,NM,17262,4235.0,2014
TX,NV,7050,2079.0,2014
TX,NY,21347,4027.0,2014
TX,OH,11841,2518.0,2014
TX,OK,25096,3707.0,2014
TX,OR,4772,2307.0,2014
TX,PA,12193,2896.0,2014
TX,RI,1852,1213.0,2014
TX,SC,6569,2088.0,2014
TX,SD,2041,1124.0,2014
TX,TN,15159,4162.0,2014
TX,UT,4688,1721.0,2014
TX,VA,18454,3377.0,2014
TX,VT,568,515.0,2014
TX,WA,10450,2974.0,2014
TX,WI,7762,2623.0,2014
TX,WV,2328,1718.0,2014
TX,WY,1647,860.0,2014
UT,AK,1302,740.0,2014
UT,AL,365,366.0,2014
UT,AR,119,147.0,2014
UT,AZ,8362,2371.0,2014
UT,CA,14510,3109.0,2014
UT,CO,4111,1307.0,2014
UT,CT,173,167.0,2014
UT,DC,395,395.0,2014
UT,DE,0,184.0,2014
UT,FL,2920,1368.0,2014
UT,GA,1139,577.0,2014
UT,HI,1556,824.0,2014
UT,IA,568,461.0,2014
UT,ID,7021,2591.0,2014
UT,IL,1227,704.0,2014
UT,IN,535,388.0,2014
UT,KS,193,287.0,2014
UT,KY,0,184.0,2014
UT,LA,220,236.0,2014
UT,MA,1506,834.0,2014
UT,MD,304,238.0,2014
UT,ME,162,193.0,2014
UT,MI,629,455.0,2014
UT,MN,904,508.0,2014
UT,MO,2174,1597.0,2014
UT,MS,752,731.0,2014
UT,MT,898,657.0,2014
UT,NC,1172,873.0,2014
UT,ND,125,134.0,2014
UT,NE,535,560.0,2014
UT,NH,119,130.0,2014
UT,NJ,473,362.0,2014
UT,NM,1621,1279.0,2014
UT,NV,6612,1785.0,2014
UT,NY,2059,999.0,2014
UT,OH,1893,1240.0,2014
UT,OK,614,372.0,2014
UT,OR,2655,1147.0,2014
UT,PA,1110,800.0,2014
UT,RI,35,68.0,2014
UT,SC,944,582.0,2014
UT,SD,0,184.0,2014
UT,TN,361,304.0,2014
UT,TX,5780,2174.0,2014
UT,VA,2332,1436.0,2014
UT,VT,138,215.0,2014
UT,WA,5274,1818.0,2014
UT,WI,543,438.0,2014
UT,WV,44,73.0,2014
UT,WY,3750,1552.0,2014
VA,AK,2656,1265.0,2014
VA,AL,2654,1027.0,2014
VA,AR,57,67.0,2014
VA,AZ,3605,1115.0,2014
VA,CA,16013,3241.0,2014
VA,CO,5487,2221.0,2014
VA,CT,2185,821.0,2014
VA,DC,12511,3091.0,2014
VA,DE,367,245.0,2014
VA,FL,22478,3914.0,2014
VA,GA,8802,2072.0,2014
VA,HI,2729,954.0,2014
VA,IA,746,551.0,2014
VA,ID,679,536.0,2014
VA,IL,3626,1076.0,2014
VA,IN,2811,942.0,2014
VA,KS,1859,1157.0,2014
VA,KY,3655,1429.0,2014
VA,LA,2041,1123.0,2014
VA,MA,4821,1999.0,2014
VA,MD,28071,3761.0,2014
VA,ME,1043,664.0,2014
VA,MI,2608,1047.0,2014
VA,MN,3606,1507.0,2014
VA,MO,2856,1342.0,2014
VA,MS,1999,810.0,2014
VA,MT,389,423.0,2014
VA,NC,22191,3481.0,2014
VA,ND,444,432.0,2014
VA,NE,753,568.0,2014
VA,NH,694,531.0,2014
VA,NJ,9182,2207.0,2014
VA,NM,525,389.0,2014
VA,NV,1251,809.0,2014
VA,NY,16980,2776.0,2014
VA,OH,7651,2497.0,2014
VA,OK,918,518.0,2014
VA,OR,1464,721.0,2014
VA,PA,14296,2282.0,2014
VA,RI,1350,721.0,2014
VA,SC,5780,1745.0,2014
VA,SD,158,241.0,2014
VA,TN,6832,1911.0,2014
VA,TX,13337,2628.0,2014
VA,UT,2554,1325.0,2014
VA,VT,255,252.0,2014
VA,WA,5025,1955.0,2014
VA,WI,1716,683.0,2014
VA,WV,8620,2202.0,2014
VA,WY,147,179.0,2014
VT,AK,225,285.0,2014
VT,AL,0,147.0,2014
VT,AR,0,147.0,2014
VT,AZ,111,125.0,2014
VT,CA,1222,591.0,2014
VT,CO,645,435.0,2014
VT,CT,1167,453.0,2014
VT,DC,0,147.0,2014
VT,DE,16,35.0,2014
VT,FL,1090,401.0,2014
VT,GA,152,176.0,2014
VT,HI,0,147.0,2014
VT,IA,61,103.0,2014
VT,ID,0,147.0,2014
VT,IL,224,149.0,2014
VT,IN,134,228.0,2014
VT,KS,39,49.0,2014
VT,KY,176,141.0,2014
VT,LA,0,147.0,2014
VT,MA,4462,1198.0,2014
VT,MD,605,414.0,2014
VT,ME,538,223.0,2014
VT,MI,181,177.0,2014
VT,MN,2,7.0,2014
VT,MO,67,83.0,2014
VT,MS,26,26.0,2014
VT,MT,413,444.0,2014
VT,NC,196,153.0,2014
VT,ND,32,59.0,2014
VT,NE,0,147.0,2014
VT,NH,2572,881.0,2014
VT,NJ,616,243.0,2014
VT,NM,105,107.0,2014
VT,NV,47,79.0,2014
VT,NY,2554,904.0,2014
VT,OH,76,144.0,2014
VT,OK,62,105.0,2014
VT,OR,252,243.0,2014
VT,PA,1180,607.0,2014
VT,RI,864,764.0,2014
VT,SC,197,178.0,2014
VT,SD,147,163.0,2014
VT,TN,151,159.0,2014
VT,TX,462,359.0,2014
VT,UT,330,502.0,2014
VT,VA,694,479.0,2014
VT,WA,358,237.0,2014
VT,WI,0,147.0,2014
VT,WV,155,204.0,2014
VT,WY,29,49.0,2014
WA,AK,7216,2559.0,2014
WA,AL,1640,795.0,2014
WA,AR,1406,685.0,2014
WA,AZ,8931,2149.0,2014
WA,CA,40085,5554.0,2014
WA,CO,6779,2016.0,2014
WA,CT,1400,926.0,2014
WA,DC,372,329.0,2014
WA,DE,624,546.0,2014
WA,FL,7190,2049.0,2014
WA,GA,4536,2739.0,2014
WA,HI,4596,1481.0,2014
WA,IA,1943,1165.0,2014
WA,ID,12825,3332.0,2014
WA,IL,4984,1545.0,2014
WA,IN,1999,801.0,2014
WA,KS,2889,1718.0,2014
WA,KY,1249,823.0,2014
WA,LA,1203,755.0,2014
WA,MA,2003,1013.0,2014
WA,MD,1729,686.0,2014
WA,ME,745,425.0,2014
WA,MI,2276,864.0,2014
WA,MN,1788,729.0,2014
WA,MO,2992,997.0,2014
WA,MS,485,540.0,2014
WA,MT,4294,1550.0,2014
WA,NC,4868,2231.0,2014
WA,ND,905,606.0,2014
WA,NE,675,435.0,2014
WA,NH,91,118.0,2014
WA,NJ,2038,1078.0,2014
WA,NM,2461,1620.0,2014
WA,NV,4969,1607.0,2014
WA,NY,6630,2509.0,2014
WA,OH,3496,1709.0,2014
WA,OK,1876,1474.0,2014
WA,OR,26582,3998.0,2014
WA,PA,3117,1226.0,2014
WA,RI,400,522.0,2014
WA,SC,3177,1388.0,2014
WA,SD,1577,1528.0,2014
WA,TN,967,480.0,2014
WA,TX,12528,3089.0,2014
WA,UT,4836,1565.0,2014
WA,VA,6427,2654.0,2014
WA,VT,690,557.0,2014
WA,WI,2129,720.0,2014
WA,WV,258,251.0,2014
WA,WY,1383,1026.0,2014
WI,AK,473,357.0,2014
WI,AL,452,247.0,2014
WI,AR,665,436.0,2014
WI,AZ,2172,981.0,2014
WI,CA,6428,1728.0,2014
WI,CO,1458,549.0,2014
WI,CT,376,398.0,2014
WI,DC,322,304.0,2014
WI,DE,16,20.0,2014
WI,FL,4337,1844.0,2014
WI,GA,1407,679.0,2014
WI,HI,518,540.0,2014
WI,IA,4054,1449.0,2014
WI,ID,118,123.0,2014
WI,IL,30423,3703.0,2014
WI,IN,2636,826.0,2014
WI,KS,403,300.0,2014
WI,KY,489,285.0,2014
WI,LA,47,46.0,2014
WI,MA,691,397.0,2014
WI,MD,551,382.0,2014
WI,ME,221,363.0,2014
WI,MI,5593,1495.0,2014
WI,MN,20758,2898.0,2014
WI,MO,2213,896.0,2014
WI,MS,1142,612.0,2014
WI,MT,403,389.0,2014
WI,NC,2913,1422.0,2014
WI,ND,547,289.0,2014
WI,NE,584,372.0,2014
WI,NH,221,188.0,2014
WI,NJ,816,576.0,2014
WI,NM,187,178.0,2014
WI,NV,1078,736.0,2014
WI,NY,2597,1097.0,2014
WI,OH,3100,1685.0,2014
WI,OK,1112,716.0,2014
WI,OR,599,383.0,2014
WI,PA,1416,691.0,2014
WI,RI,184,237.0,2014
WI,SC,1739,1151.0,2014
WI,SD,236,243.0,2014
WI,TN,1534,791.0,2014
WI,TX,5341,1506.0,2014
WI,UT,1215,725.0,2014
WI,VA,2113,959.0,2014
WI,VT,130,131.0,2014
WI,WA,1717,801.0,2014
WI,WV,70,97.0,2014
WI,WY,16,24.0,2014
WV,AK,1797,1418.0,2014
WV,AL,144,190.0,2014
WV,AR,526,821.0,2014
WV,AZ,298,398.0,2014
WV,CA,1552,923.0,2014
WV,CO,877,823.0,2014
WV,CT,244,241.0,2014
WV,DC,1078,1063.0,2014
WV,DE,185,153.0,2014
WV,FL,2815,1021.0,2014
WV,GA,690,544.0,2014
WV,HI,0,187.0,2014
WV,IA,0,187.0,2014
WV,ID,0,187.0,2014
WV,IL,182,177.0,2014
WV,IN,507,434.0,2014
WV,KS,0,187.0,2014
WV,KY,1797,1396.0,2014
WV,LA,128,217.0,2014
WV,MA,150,155.0,2014
WV,MD,5834,1836.0,2014
WV,ME,0,187.0,2014
WV,MI,347,295.0,2014
WV,MN,147,171.0,2014
WV,MO,390,422.0,2014
WV,MS,184,251.0,2014
WV,MT,252,343.0,2014
WV,NC,2579,1345.0,2014
WV,ND,46,59.0,2014
WV,NE,0,187.0,2014
WV,NH,0,187.0,2014
WV,NJ,1072,479.0,2014
WV,NM,0,187.0,2014
WV,NV,28,47.0,2014
WV,NY,865,713.0,2014
WV,OH,8093,2026.0,2014
WV,OK,208,191.0,2014
WV,OR,163,148.0,2014
WV,PA,4834,1588.0,2014
WV,RI,0,187.0,2014
WV,SC,639,649.0,2014
WV,SD,0,187.0,2014
WV,TN,619,481.0,2014
WV,TX,1967,1210.0,2014
WV,UT,61,123.0,2014
WV,VA,6334,1954.0,2014
WV,VT,9,19.0,2014
WV,WA,0,187.0,2014
WV,WI,316,317.0,2014
WV,WY,0,187.0,2014
WY,AK,45,77.0,2014
WY,AL,254,302.0,2014
WY,AR,557,528.0,2014
WY,AZ,1799,1111.0,2014
WY,CA,2703,1194.0,2014
WY,CO,5217,2242.0,2014
WY,CT,0,190.0,2014
WY,DC,0,190.0,2014
WY,DE,38,73.0,2014
WY,FL,916,954.0,2014
WY,GA,61,106.0,2014
WY,HI,72,121.0,2014
WY,IA,13,23.0,2014
WY,ID,835,651.0,2014
WY,IL,561,592.0,2014
WY,IN,309,303.0,2014
WY,KS,70,93.0,2014
WY,KY,47,87.0,2014
WY,LA,289,348.0,2014
WY,MA,0,190.0,2014
WY,MD,191,205.0,2014
WY,ME,196,258.0,2014
WY,MI,67,71.0,2014
WY,MN,173,261.0,2014
WY,MO,244,260.0,2014
WY,MS,0,190.0,2014
WY,MT,1342,755.0,2014
WY,NC,18,40.0,2014
WY,ND,869,674.0,2014
WY,NE,429,316.0,2014
WY,NH,0,190.0,2014
WY,NJ,0,190.0,2014
WY,NM,747,678.0,2014
WY,NV,658,767.0,2014
WY,NY,190,241.0,2014
WY,OH,0,190.0,2014
WY,OK,44,53.0,2014
WY,OR,316,359.0,2014
WY,PA,9,20.0,2014
WY,RI,0,190.0,2014
WY,SC,8,17.0,2014
WY,SD,664,505.0,2014
WY,TN,364,402.0,2014
WY,TX,1648,759.0,2014
WY,UT,1290,628.0,2014
WY,VA,140,132.0,2014
WY,VT,0,190.0,2014
WY,WA,1446,906.0,2014
WY,WI,1047,906.0,2014
WY,WV,106,160.0,2014
AK,AL,279,329.0,2015
AK,AR,73,144.0,2015
AK,AZ,658,322.0,2015
AK,CA,3062,1226.0,2015
AK,CO,1815,906.0,2015
AK,CT,109,104.0,2015
AK,DC,0,149.0,2015
AK,DE,0,149.0,2015
AK,FL,1473,1007.0,2015
AK,GA,1044,645.0,2015
AK,HI,732,626.0,2015
AK,IA,193,199.0,2015
AK,ID,544,340.0,2015
AK,IL,819,656.0,2015
AK,IN,138,142.0,2015
AK,KS,434,595.0,2015
AK,KY,238,306.0,2015
